% Etherscan Transactions Dataset
@RELATION etherscan_transactions

@ATTRIBUTE TransactionHash STRING
@ATTRIBUTE Method {transfer, 'claim multiple', prove, relay, 'process route with transfer value output', 'swap exact eth for tokens', 'revoke single nonce', pay, 0x415565b0, swap, approve, execute, 'execute meta txn', 'strictly swap and call', deposit, 'transfer erc20', 'deposit eth', 'stake start', 'swap exact tokens for tokens supporting fee on transfer tokens', 'propose block', 0x9871efa4, 0x3cac7222, 'swap exact eth for tokens supporting fee on transfer tokens', unoswap2, 'swap exact tokens for eth supporting fee on transfer tokens', 'claim withdrawals', 'exact input single', 'propose l2output', 'update fee bps', 'set approval for all', 'execute zero ex swap', send, 'all batch', 0x1a1da075, exit, 'fill order args', 'commit blob', 'add sequencer l2batch from blobs', 0x7042cbe0, 0xb257b7af, 'prove block', 0x01130705, 0x0938b20b, 0x5786c0f7, 0xe7690f6b, 'transfer from', stake, 'removes limits', 'exec transaction', claim, 'exact output single', 'this transaction includes data in the input data field which may indicate a message in utf-8', 'simple swap', withdraw, 'claim mint', 'buy with eth wert', 'call one inch', 'vote to bless', 'complete queued withdrawals', 'remove liquidity eth with permit', 0x02c28f23, register, 'execute f fs yo', unoswap, 'receive tokens', 'sigma sell', 'commit batch with blob proof', 0x8db69e5d, 'buy and burn', 'anchor dag cbor', 0x000001ad, 'bond withdrawal', 0x46e44847, 'claim multiple rewards', 0x0162e2d0, 'submit value', 0x6ac56d4e, 0x1d0a9fdf, 'swap exact tokens for tokens', 'fill v3relay', 0x988a81d9, 0x4ff8dad8, 0x02fff96e, 'permit redeem', 0x75713a08, 0x599a083b, 0x7c3d6159, 0xc9da3165, 0x041d6c61, 0x05f497df, 0x741143fb, 0x49c36c07, 'release tokens', 0x00000000, 'fulfill available advanced orders', 'sigma buy', 0x0918c2ea, 0x7f3e4206, 0x091e21ea, 'finalize withdrawal transaction external proof', 'execute batch deposit', 'on chain swaps', 'sequence batches', 0x0d5f0e3b, 'redeem with locked fee', 'deposit with expiry', 'transfer out', 'add sequencer l2batch from origin', 0x11858c7a, 'commit verification', unbond, 0xce2e62ff, 'transfer out and call', 0x04000104, 0x209178e8, 0x76e9bd59, 0x7c3daf68, 0x041d5ad1, 0x2d87b8a1, 'finalize blocks with proof', 0x2213bc0b, 'release max', 'add light client block', 'swap on uniswap v2fork', 0x60806040, 'flush forwarder tokens', 'claim in nf ts', transmit, 'swap tokens single v3erc20to native', 'swap simple mode', 'create order', 0x122067ed, sell, buy, 'send to injective', 'get rewards', 'claim tokens', 'disperse token', 0xca350aa6, 0x04394ff4, 0x8239e0a4, borrow, 'swap exact tokens for eth', 'finalize withdrawal', bridge, multicall, 'complete transfer', 'claim purchase', 'send multi sig', 0xc5c2d919, 'swap compact', 0xb270dfff, 'mooo z1089603480', 'send v1', 'delegate to', execute302, 'handle ops', 'eth unoswap', initiate, 0x8132b321, 0x45c20f61, 'bridge in', 0x2bad1d9e, aggregate, 'relay tokens', 'start bridge tokens via across', 'uniswap v3swap', 'verify batches trusted aggregator', 'claim amount', 'request exit', 0x7c3e4206, 0x041e21ea, 0xcba9bc66, 'smart swap by order id', 0x00000011, 'cooldown shares', 'open trading', 'transfer tokens', 'claim holding singleton', update, migrate, 0xa0000000, 0x2b667bae, 0x7131565e, 0x8650872b, 'open trade', 'match token order by admin_k44j', 'fulfill order', 0x84fa30a0, 0xa8f73d99, 0xdb661afa, unstake, 'execute batch', 'swap v2exact in', 'send multi sig token', 0xef61a6db, 'set max ca swap', 0x0400040a, 'batch issue', exchange, extend, 'bridge token', 'withdraw eth', 'finalize optimistic mint', 'batch transfer', 'complete cross chain request', 'withdraw and swap', forward, leave, 0x859b7571, 0x98b2165d, 'end stake', 0x46420690, 0x4121ea55, 'add liquidity eth', 'buy v2', 'remove liquidity eth with permit supporting fee on transfer tokens', 0x695b3fa9, 'request withdrawal with permit', 'set tax', 'set prices', 'send to aptos', 'swap by dln', 'release approve gas', 0xb7e62873, 'validate transaction proof v2', 'increase epoch', 'emergency withdraw', 'multi claim', 'safe transfer from', 0x9740318c, 'strictly swap and call dln', release, 0x3cd18ca0, 'set min swap', 0xedebffff, 'deposit coin', 'verify merkle', 'swap eth', executef$eb0i, 'transfer tokens with payload', 'fill quote eth to token', 'create salted order', 0x8012366b, 0x4a0ecd94, 0xbc4a02e4, 0x15944729, 0x270d1f9f, 0x57c7bbec, 0x68cdab9c, 'bridge eth to', 'verify fri', 'commit header range', 0x6082bbc7, 0x4dca6944, 'buy with eth', 'set max tx', 'swap and start bridge tokens via thor swap', 'sell to uniswap', 'swap exact amount in on uniswap v2', 0x2b953bed, 0x4cf3fe9c, 0xd4e4634a, 0xa0136443, 'swap tokens for exact tokens', 'swap eth for exact tokens', 'to amm', 'execute atomic', 0x4b9ead9e, 0xd1ef9249, 0x3eceac2c, 0x7c3a888c, 0x2b69034a, supply, 0x31025c04, exchange_underlying, 'swap titan x for volt and burn', 0x7f3e0590, 'delegate all', 'create retryable ticket', submit, permit, 'refinance auction by other', 'borrower refinance', 'claim usc rewards', 'fulfill advanced order', 'meta route', 0xd8d35ea4, 0x66e0daa0, 0x2b9582a9, 'take bid single', 0x038d41f6, 'fill otc order', 'create forwarder', 0x05000184, 'set automated market maker pair', 0x091e0e31, 0x7f3e5812, 0x28cf89f4, 'set fares', 'relay message with proof', 'swap exact amount in', renew, 'claim self bayc', 'claim self bakc', 'execute controller', 'cancel order', 'finalize deposit', 'sell token for token to uniswap v3', 'claim all', 'invalidate unordered nonces', undelegate, 'forward eth', 'harvest rewards', 'mint with titan x', 'update claim', 0xdbcd0278, 'sponsored call v2', 0xabbae307, 0xa090949a, 0x03b87e5f, 0x0301080a, 'match advanced orders', 'unoswap to', 'lock lp token', 'execute transaction', 'claim self mayc', 'confirm batch', 'update state', 'verify availability proof'}
@ATTRIBUTE BlockNumber NUMERIC
@ATTRIBUTE FromAddressEncoded NUMERIC
@ATTRIBUTE ToAddressEncoded NUMERIC
@ATTRIBUTE Value_ETH NUMERIC
@ATTRIBUTE TxnFee_ETH NUMERIC

@DATA
0xe48e17d757cbb837299fe82cf380c18cdc7a7dd370c723a5ebf4fe6603ad9d85,transfer,0.5862068965798244,225,631,0.0,0.0026273686296114
0xcf9f31e5d40d431ab3029f7213b9aaee9ddd1a8de954e0d768cedec1a86d1e7d,transfer,0.5862068965798244,805,1920,8.332765557059548e-06,0.0008977091904739
0x1a35c1f701b284a027eda00b50e18e68b17a01016947ad8ae226e92b5f5666fb,transfer,0.5862068965798244,3151,1702,0.0,0.0089185920668953
0x8e65be50c1c39115dab635302e761d3f8281749ac6847e49e41b6deba32f0b78,transfer,0.5862068965798244,618,1804,3.5589617662205874e-05,0.0045836259807885
0xabeea6482a0a5abedefd35d65e6c4b41e0ef3bfa563ae055bd51a4d654447b53,transfer,0.5862068965798244,1898,964,6.75565690654051e-05,0.00120259155705
0x52880212d7eec272a17ee0d1185ce66d6d461b033e34844e666dd6b6a5c70ba3,transfer,0.5862068965798244,497,777,9.875950023586896e-06,0.0013133996440619
0xea8c1691e01f11ac319d5b3e72eb2e5d2132298302c2dad233bc4a4419b9445c,transfer,0.5862068965798244,1056,1571,5.137786272547989e-05,0.0016804114004654
0xf79b2aa3b70470ee56741cd0b88cd2cc5a26ee68d0654ad31384b4470b8d12df,transfer,0.5862068965798244,1088,1962,3.586285729166261e-07,0.016759563033255
0x769713bd7a455ad131c8332930f0b5a22b02117b5e7f1f07dce736b15bf0f24b,transfer,0.5862068965798244,3031,1938,0.00096230693484,0.0024376355788897
0x56f82143f5cff310385f6f50e7f860577c6ff43f8fc7f8e9a83031483bc43f23,transfer,0.5862068965798244,435,1099,3.84832939037778e-06,0.0027195307829064
0x1538ec25dd30122671ddf39841b8ecb317731d24c810219d1bd247126ef855d3,transfer,0.5862068965798244,2099,1599,0.0001034828635936,0.0028600869626421
0x34e3e8252d9e168357e608e011a09c5cd395bd1a24eabf9de28d25b05ab70465,'swap exact tokens for eth',0.5862068965798244,1471,971,0.0,0.0186795960322876
0x9176d1b1c794d548d53200bcd5064ca880b98fb4648c82f8dc5aeebdc9002567,transfer,0.5862068965798244,1054,605,0.0,0.0039274599164021
0xdc4a390cb60576070cc1f4da71d7ba20412d769239bc0e49ac489ea9f8b093d4,transfer,0.5862068965798244,111,1399,0.0,0.0039685236711907
0x58365a80c3e445ea060cb88d39bfc55070d99654175a056995f477559308916d,0xb7e62873,0.5862068965798244,1825,1820,0.0,0.0241005098381853
0x55b161af7f026f2ea3a7bc53fdd1c87b490070ea2c0558e65a98348ed730f233,transfer,0.5862068965798244,2065,1916,0.0,0.0045552300740976
0xe2dc218828f2a469b29eb29ce77655b4d5861422c1dd6fe1a64a13da32c93939,transfer,0.5862068965798244,1082,1702,0.0,0.0048934189176946
0x235eb8238c1d67bffd4920e94b01ca440f3f69d11bb6e79bbb14bd3179b12a5a,transfer,0.5862068965798244,2286,1702,0.0,0.0048934189176946
0x9dc864e7047690ac6e9c27dd9e78b02892b8c00c110c4fc40e60f7e154d5642a,transfer,0.5862068965798244,553,1702,0.0,0.0048934189176946
0x5d22fe34c345d7cc9fb9871852d83e75183cf8535ea97d8d595cee418a2bdcb0,transfer,0.5862068965798244,343,1702,0.0,0.0048934189176946
0x864ef28c7236b28fcb0d019974513e88938a758a747a919728cc4f108393870a,transfer,0.5862068965798244,979,1702,0.0,0.0048934189176946
0xbd86a15da716b59ef9f05f4c6c4a7c58291bdcd648f3935685aebeccfc0097c4,transfer,0.5862068965798244,1230,1702,0.0,0.0048934189176946
0xb356bc96bcea1b397dbdb98bd63b0a93ee34850d470ef471172b6dba509e075c,transfer,0.5862068965798244,684,1702,0.0,0.0048934189176946
0x0c0ee489a75784e69794d1f586fdd0752074ce7bfde9d51edd7f7c31debd17d7,transfer,0.5862068965798244,1344,1702,0.0,0.0048934189176946
0xf703e26a16eeb5659a387cc77b48129e8ddbcd47078e46736109b85bf98a504b,transfer,0.5862068965798244,1819,1702,0.0,0.0048959097867026
0x216885fc82cb1d9e4886285dcd9e882b7169b7f25dbde5eef0f69cbcb5ab8cf4,transfer,0.5862068965798244,2183,1702,0.0,0.0048959097867026
0x44381e9466e6f2beb91676ce0d426e65a5dc9df449598b45a36de32755fb763c,transfer,0.5862068965798244,2746,1702,0.0,0.0048959097867026
0xf73e144043d6bb30076de386387361ec6492a27895c436ae1155e8d19544fc34,transfer,0.5862068965798244,3140,1702,0.0,0.0048959097867026
0xb0d103325634f8f276a91da1dd13a4c788590b0524dc2da47f3ab1b3fe11dfd2,transfer,0.5862068965798244,3219,1702,0.0,0.0048959097867026
0x5d76d7dc450b1e699fe6b27b9ba8c3d3b1cd701ddaa945df6dbde7f336fcba2a,transfer,0.5862068965798244,1164,1702,0.0,0.0048959097867026
0x83196d605e4de425e5849815b19a6716551d53ac87fbd5ff19ae729188d81409,transfer,0.5862068965798244,2320,1702,0.0,0.0048983294880246
0x6933a863be6bb4f60fb3dc26c6bd46e6fc0051c2b678d432b3f1e4a2353190a8,transfer,0.5862068965798244,996,1702,0.0,0.0048983294880246
0x73b98044216d415de67e4725ad9838411f7935773b766d12b7898e95a59782c1,transfer,0.5862068965798244,2929,1702,0.0,0.0058785931941914
0xf687de4c7eaeaad82be61e99053f97d75ecb2d45357161ab288f63b14c96398b,approve,0.5862068965798244,2784,134,0.0,0.0059717516950897
0xa5b6c2b64f4eeecd1bec83123a2fb05a3e9fdae26e5c85340c74a5fec77e30f6,transfer,0.5862068965798244,534,922,0.0,0.0069806248110053
0x348f4a4ea67cbdd216cd31fa7d8ba707b2d333750e1b5b941cf51316b719612a,'on chain swaps',0.5862068965798244,1419,839,3.638260884661424e-05,0.0168155720020914
0x1dd20cc06f616aeaff669e8483e8a44888c38a7f379f90c68209e61b399042c4,transfer,0.5862068965798244,2161,702,1.4517817896760403e-05,0.0012564654953082
0xc45b0decdb25dc9cf272faef8475e7d61ffc6903a08a3422098efe2542f3fa2a,transfer,0.5862068965798244,1357,606,0.0,0.0070936390962814
0xb8b7e5055c9c7383c1845aeecea515a9f8e43e29721b6f4ee766f5c68f29fce3,'exec transaction',0.5862068965798244,1505,987,0.0,0.0129186430229584
0xa08bed8476d79ea2278699648d8a4d772789b4e7c4a95eed8ab9fa1b45499e41,deposit,0.5862068965798244,2505,370,0.0857590065670192,0.010852075758571
0xfe3dbfb9bbdce96e0a78f1451b828c273153de39b3b9ce131291555dbab7137a,transfer,0.5862068965798244,2173,1702,0.0,0.0095140520951731
0x321528ca19fd1cb1e7a6d7c32f9cba423c89d29074d08e3f545be346d7d87b6c,'swap exact eth for tokens supporting fee on transfer tokens',0.5862068965798244,2736,1016,0.0001559254664854,0.0268163399014227
0x58f80913493877cae53d9e044c7400c7c582f05560e3299527b5b8e1d81000ba,approve,0.5862068965798244,1554,1597,0.0,0.0064445898004892
0xd8ab8e3e37fc2ba26dee6e4e1c0a54c030fff047833d85f3e4fc013de1a0f62f,approve,0.5862068965798244,1452,515,0.0,0.0064397503978451
0xebd705d2cb912ef0673349fdc645a469fc69628d9068a3625b211ae8d24e016f,approve,0.5862068965798244,2257,515,0.0,0.0064397503978451
0xdf2c68459f0c720cb19d7e49f0bb08b75932f0cdb8ed064c7aac84ace16a6a99,transfer,0.5862068965798244,419,1702,0.0,0.0089162435332592
0xd87a29242cccabe79e23c06e6a26791632b22a75d01693dad0c8e5527b2a4630,transfer,0.5862068965798244,1438,1384,2.1272824074354117e-05,0.0028906890675972
0x1d6cd64a37ec416cf365714133ccb062c6a5d9026f2e28f15715ae0e3c64a7fa,transfer,0.5862068965798244,3147,299,1.3565515584237596e-05,0.0007482570499955
0xf51616d473b2117bff8938615d4371471cfc7dfe23eb7d0b46d383b3293ac512,transfer,0.5862068965798244,3147,1231,2.2505242329405663e-05,0.0007482570499955
0xae59eb5c98b0cb634c57a1ddd2eef60354fa3fc96f427dce8a3785397f8a79e1,swap,0.5862068965798244,2774,147,0.0,0.0377478387975052
0xa456197c885c1c4c8422d26e15ba48b91bd3ada0bcaeee6e9d5f08d9bcb4f858,'fill v3relay',0.5862068965798244,89,719,0.0,0.0201361138927791
0xdf591938d3890d8967e2ee8edeead9ec36f37c270d2938f1f9158fd707cc6d0a,0xedebffff,0.5862068965798244,1133,1914,0.0,0.0062557107619988
0x1bf5506a543c7808d96281ed5026c6cae314c15c410db4e4135c74aafab0328c,transfer,0.5862068965798244,973,1702,0.0,0.01355367228462
0x2e3c1834942f8c941c7e5e9296dcfa85bcd26abf5526680c94d0a807627069df,transfer,0.5862068965798244,1807,1702,0.0,0.0060705324431774
0xd0f16dedacc30a929a37aaf52cb89f9a26a50fdd91d31db133f70d8670fe68ee,'flush forwarder tokens',0.5862068965798244,822,1818,0.0,0.0091209929657147
0xf361d84c9f4d682ac7fbaee0a20bef82134a9b1828aa6c6b38eb6bbc6312cefa,'flush forwarder tokens',0.5862068965798244,11,172,0.0,0.0104788724134905
0xb0d26b329c9f9cd0f8520cd644b34f5b71380321dd87915bcc553c7e0dde64e8,transfer,0.5862068965798244,2989,970,9.713455936949928e-05,0.0004947577526696
0x89b5e119afdf034604a0bcda0e37080ecc829d0e89967fa5d5b6d15e444eb9f1,'set approval for all',0.5862068965798244,721,131,0.0,0.0057539785761068
0x1083281593a4265e1a514c0f2d41f875d55f1376f12778b68231fc4d9f0f7156,transfer,0.5862068965798244,982,42,7.905421150814323e-06,0.000742705970492
0x46d6bae567e2bbbba8bbead6202d92c1899850529f04b8d11dcdcb93e7fce802,transfer,0.5862068965798244,272,1709,0.001299378887379,0.000742705970492
0xbf81c007ae98723dc2dca44a3ab229b5836d5fef0f3319e224a57ca7427ee0e6,transfer,0.5862068965798244,2410,1677,4.002086973127567e-05,0.000742705970492
0x43aa64e9b39d9305b7bdb5c39d1d965930df9d0dc602bcfe41e9b5eef48a37ef,deposit,0.5862068965798244,3225,1512,0.0001299378887379,0.0053851876275547
0xae8ea9044d8c5267dad57fd1d51a6006794ba47ddc20bc1c961bbcc125515146,execute,0.5862068965798244,202,495,1.5226605171254164e-05,0.0351587583829306
0xa11772eb9f88ff42e3f7449a57623168b4db533e3085ce9f34742ad40191a05f,'deposit coin',0.5862068965798244,2272,1192,2.079006219806528e-05,0.0194581705164945
0xb5a1fb1597668e3699a91fba17d5b03ad5f8d2e9418725c2b6dbf52d4b9e681d,execute,0.5862068965798244,2010,495,0.0001039503109903,0.0283194725962064
0xcd559a07ab1cae28e7b488767fe1579178f9782574258f8edf2110e5d2a25ea3,swap,0.5862068965798244,1758,1078,0.0001975055908816,0.0421427280751752
0x1898ef40903b22bfe48a54e627f0ed5289524657f583653e4d77483dc20adc28,swap,0.5862068965798244,2397,146,5.19751554951632e-06,0.0321823122537731
0xacf65b1c74c5b5e9af7a0be917e5b447f60e816af0b7f8cf04d391ce92995c08,transfer,0.5862068965798244,606,605,0.0,0.0066872716095518
0x6f91cd7718964e014c2ab2c2a30efa9b66be1915fcb604c97c29a179662688f7,'safe transfer from',0.5862068965798244,886,563,0.0,0.0081439318054153
0xcb56f675d6409c6437551dd561bfcfe878a913a9d1c974354294a013ca46aa22,transfer,0.5862068965798244,1427,1901,1.5072795093597327e-05,0.0007397880953684
0xf4c7ce05cedb16b6f7b70f74f5121a7507296299bd0156e6f77eae8fa3a5c753,transfer,0.5862068965798244,4,16,0.0001559254664854,0.0009785556817042
0x53c4e9e6e3fa24e356697a8964133b9d82c3baf845d1be92f5254d6090e0b133,approve,0.5862068965798244,381,1258,0.0,0.0042859315504926
0x9252472caa17d8ec571ac6789bcb199e1571c4b60152d007687c77a73a7984ed,swap,0.5862068965798244,292,1078,0.0003118509329709,0.0409781400624183
0xf76a051048d3cb43137d39a4aede24566f141e03b5e3478dd8c1710a52ec481c,transfer,0.5862068965798244,18,1702,0.0,0.0052247756634411
0x62bd1d62722d15f2b3cf959b63e8aaf873ee1757e9ec1a5c5fe12ffb301806f5,'claim multiple',0.5862068965798244,1418,707,0.0,0.0214832470199776
0x513b6b5aeb716503ab9edbbed35b51686e90b214315d4419d40480a2b36a3832,transfer,0.5862068965798244,1248,551,9.871954173632427e-06,0.000598804909517
0xd00b952cf5061c9a30a8aa6753fecea1cc0625bbe334ff390c9085056e555bdc,0x415565b0,0.5862068965798244,1926,1731,0.0,0.0388181296263888
0x14c891c097c9ca184c4abfdc9fcab2c972d30921287a567cd328a3528bd6246a,approve,0.5862068965798244,1926,1258,0.0,0.0070569165703352
0x2243c834383a41c2b11a9aed96bc0a9d374cba0f4ec19fbce50f103b416212de,transfer,0.5862068965798244,1533,1557,9.613563846100663e-06,0.0005276372235749
0x12bddf9b7fa906eb5f82ddfa90a5810adfa8067a5224b13732f9d5bee725fb28,0x2213bc0b,0.5862068965798244,20,3,0.0,0.0432554348448804
0x5426b1ff8b8df9aabbeb8e692ba8827c1c272f487789d5a753ae265d5e3fadc1,approve,0.5862068965798244,20,460,0.0,0.0066632880993893
0x4bba9de90980e16a8d04df3c6e0cebe38f2722833374117b96432a9d4281ba02,transfer,0.5862068965798244,218,686,7.79627332427448e-06,0.0004642979830864
0x7609ed5d05b9b0252f3e3b593940a8bf6a79a5aa4b19aac124d5730204685b99,0x3cd18ca0,0.5862068965798244,3097,748,0.0,0.0104562410893609
0x3f5bf253f3428a445110ca740950b0d3d3bf8becb7a39d6bc31386238d2f4269,0x3cd18ca0,0.5862068965798244,3097,748,0.0,0.0104617921688644
0x6ecab3f5be17978a0421be63feb32181f65c6873f95ba7f4d9ce2473d8047485,0x3cd18ca0,0.5862068965798244,3097,748,0.0,0.0104633578579551
0x07928ba6386855807ef7e05119478c66e834b1b10a90bf7eb2e58d042b094cb1,transfer,0.5862068965798244,601,1702,0.0,0.004313758115696
0xcd36aae6cbf17576f50103f64b58b7d95710cd4c550310912ad9da77f918c8c2,0x2213bc0b,0.5862068965798244,2331,3,2.863666670366661e-05,0.0247519788352995
0x888367d042e2a5dcbcfa1359781c7da97def19aa16a49d42340051de81cec013,transfer,0.5862068965798244,1092,731,6.114605213942711e-06,0.0004508472904433
0x7e0804a726229f423c50638ad2756c0ebd27af95d5870c95583bf8fe71f8352e,transfer,0.5862068965798244,2991,1258,0.0,0.0085167081443801
0x2e772269817cc4c7e935b83b50670d69c3c7ab0607462c823bb93168961baa0a,transfer,0.5862068965798244,162,180,0.0005181351276157,0.0006096223977802
0x36dafd1c24768350b85d3eedb30a2b9b54945a305b84c731560fc6c525ad0fa8,transfer,0.5862068965798244,1102,1702,0.0,0.0053231294054131
0x3aded13aea47deaeeb4016169f740b6315bea1a2ac8e478d14c3f24de8caa498,transfer,0.6034482758841477,2835,1258,0.0,0.0049931960133855
0x9385e8d792d72b243e407e174a89acb1e8b5c1529a302c9ea08e70b8812b81b9,'revoke single nonce',0.6034482758841477,3022,1214,0.0,0.0040231092863083
0x3ffceea80a4e949df37afb6227d4b476d0a70defd05098d914602935cba62b5f,transfer,0.6034482758841477,1465,248,0.0001679686609503,0.0005301992602688
0xe19892b692805418f4d25a9d5e0a72848801067d7a1fdc82f41b929cca509fa8,transfer,0.6034482758841477,2319,810,6.949738374178108e-06,0.0005301992602688
0x1dfda6d5134774670d79a2097714c46bce5ffbf040ee1be7ecfabd10574c54a8,transfer,0.6034482758841477,1924,1121,6.299232920547295e-08,0.0005301992602688
0xce641ed199cd77d8b3088008fc45c5ca86335ff9aba727dc142a014c61af4376,transfer,0.6034482758841477,340,872,4.7241778084218686e-06,0.0005301992602688
0xa4f611091c0d20f806ef58fbb9a22aec16371de97d077f0849cc13f51ac8282e,transfer,0.6034482758841477,2745,521,0.000194523495545,0.0005301992602688
0xc995904d66c1212fe98b5450cacb45ee0c57934248470d6d3d51e678f4405f53,transfer,0.6034482758841477,2690,549,7.79627332427448e-05,0.0005301992602688
0x88b7f883c30f40cd9851ba2063d1920011c5b6bdd14293a8a9a3638e7e95f4bb,'verify merkle',0.6034482758841477,922,390,0.0,0.0447693850279272
0x695c8456bcbda69667aeaff5066548711826ef8c07adf5e3a4cc336b4a2af83a,approve,0.6034482758841477,2921,974,0.0,0.0058279218018007
0xd6177f1b09c98e919b5648e7d422b97a0e5c74a1d9d744cc03e7270b2cc0e6b7,'swap eth',0.6034482758841477,403,1435,2.079006219806528e-06,0.002359706962783
0x28b32d2281ffd6187cc89b52eb0f357a71e3c43a6f1b4fe0b1c5d4b7b38335cf,transfer,0.6034482758841477,1681,1460,0.0,0.0027018100291068
0x585b326c04ab596d94f2204c02896fc009ce81cbc0505625a471776557b8eb14,transfer,0.6034482758841477,2989,1037,1.5819558535205183e-05,0.0006442098931481
0x8fb53ac173e080f1716d83ad5258e6a24b571e08a6ec69a16fc27c28c812ee1b,transfer,0.6034482758841477,588,1452,9.512624975619726e-06,0.0006442098931481
0x629897fa44e3adaa2ac828330ce42c9d5418b8b0d4d347fa0da29f6ed1b1dee1,transfer,0.6034482758841477,717,624,7.265778504681999e-07,0.000650401481825
0x134fd1a9a5753baaa08ac82bdf10d7e200ad3da0e4159a1ba51629845a85d7b1,approve,0.6034482758841477,1096,605,0.0,0.0054014138599495
0xb75027a08c569a87220580c8b8881894b9e3ce6a32c8a9d619a83e2115594076,transfer,0.6034482758841477,78,1293,0.0001039503109903,0.0006711824461201
0xddce73bc6f52a3659d8c552623d7bd4a9ba5a1e225da5d564241b40939f49d2b,transfer,0.6034482758841477,396,1347,8.89814662077194e-06,0.0006741714889297
0x6e712c6f981cd8a8b685ac439e672526e583621b71aafd4e786852628273aa20,transfer,0.6034482758841477,917,555,1.739322591067889e-05,0.0006796514007473
0x4a370953d4c014f84505019b74b5c4ab62158be0c4d1062b138b612b50a7a8a6,transfer,0.6034482758841477,439,314,2.719480468426776e-05,0.0006796514007473
0xd973dc4cc87aa9b5db397afc760edfaec78cc3ff2e4f81391d972c750a2a98ec,transfer,0.6034482758841477,1079,1641,3.893199022365199e-06,0.0006796514007473
0x065a5543dd1ff7742ec1a9592d6bf96812878e5cb94b68e4a99d6eca77c573a4,transfer,0.6034482758841477,108,745,3.69192419320707e-05,0.0006796514007473
0xbfc7eab29c5a5376cb844803f6a78c7a2d85b4ad0351901e44a9d1b07dd63528,transfer,0.6034482758841477,1861,381,5.9228730233334935e-06,0.0006796514007473
0x1dc1db8033ca3eab4b5ff1807b38f164b1ba306683498bcb71da4f3fb9a850c6,transfer,0.6034482758841477,1214,1213,0.0001463391750429,0.0006796514007473
0x415bceac73355ec605061da2e7cd2eae957effc9f21afc3f1257b8a35a250cb3,transfer,0.6034482758841477,1823,1213,9.219174287197146e-06,0.0006796514007473
0xec32dd725f4e79f1ffe67e0edfc1bc68a74c088fb45d11533946eb63ced632e0,transfer,0.6034482758841477,3135,1074,3.555100635869163e-05,0.0006992225143813
0x7823207f02fbbdc8814a8fc6c05d909752b037aa5b0e5b648353f53de9a43d0c,multicall,0.6034482758841477,2435,833,0.0006133068348429,0.0227943692980894
0x4ad087168c07d0ab565ac8ebd5a34b668a2202476faf8a20c3b1c896e931116b,transfer,0.6034482758841477,1283,1702,0.0,0.0053950799359006
0x224f55ff14e9fbeec7c4b63a3875d5ef801fb3a49868476f157418de35bf3830,transfer,0.6034482758841477,181,1702,0.0,0.0053974284695367
0xde134c700e08ee4fa12a13ed821b5998dc864a82e9aafd89c3f50829f112d32e,approve,0.6034482758841477,1299,513,0.0,0.0054764957686184
0xeaa56b815b90476bb107fd7319f79a987109e21e88e8614a4a9c0e9a20f31e96,approve,0.6034482758841477,2576,841,0.0,0.0055067420351438
0xcc9f9d505b35e9a86dd3aa5a42a9aac65890d6aa3f6b3f07bdaaa395c192690c,transfer,0.6034482758841477,951,1106,8.048394928301972e-06,0.0007399304307402
0x8285874a294557f3a4f32470c597a1866903ed06de01dde56654d9688f0bcf7f,transfer,0.6034482758841477,1637,285,5.343045984902777e-05,0.0008209192573424
0xdf7bb7149bd63a40b94179160851522e8f94f8fbf7156ccd17dc161880dc1fe0,transfer,0.6034482758841477,1387,1702,0.0,0.0087121346099772
0x669c982769aa5a4eb9c391032c6de04441c93f20e488a0a7e44eaca8e9cd72cf,transfer,0.6034482758841477,3186,1699,2.2817093262376644e-05,0.0011088637146642
0x064285bd9826d95793174eb83eab501b3434ff4dfdf30348d701ba2a963e1e45,transfer,0.6034482758841477,1412,293,2.5564218276508187e-05,0.0011280078221826
0xae3ffb0b217a891ef0f719d9ae12fb79c18eb63c2ab89172a52f5522c494c723,transfer,0.6034482758841477,1887,710,2.5863508893402207e-05,0.0018122851225162
0x4f943b6649f2973147a3714d37688b5908887490632581712ba91209189e65d1,transfer,0.6034482758841477,1862,1702,0.0,0.0047585561528343
0xbb52bd898aad6cba2a226eb95bae6a11e7956057139ec69d4f151dd95f04d2d3,transfer,0.6034482758841477,1105,456,0.0,0.0067355233006206
0x270f21c93d3dd76b16fd247ea4dc5bbadfb10bb9abd40663fdfd0609669aa2c5,transfer,0.6034482758841477,333,1258,0.0,0.005534853271091
0xd966411f3b9e85467035be362c08e4b624aa3170b6b36719999a02642596b454,transfer,0.6034482758841477,2837,1258,0.0,0.005534853271091
0x1cd82b9edd097e1d22a370644379bf51631e4d0c568e5a7f9ff5106e3ac1e918,transfer,0.6034482758841477,2044,1702,0.0,0.0057134841628057
0xfe757f8757fc8516ab71156c879a64ad8fb85ca08aa49c92ebcc187d49ea84b1,'vote to bless',0.6034482758841477,147,1714,0.0,0.0050449349210654
0x2efed496a805b6c70f643e7a1ea2402b62fee0288dd5bfc311fabb571251496c,'vote to bless',0.6034482758841477,3106,1714,0.0,0.0080679247168291
0x881f7c92837498eceeb19072c9d72374534fc073831fe84a1b7c67ee31a07990,transfer,0.6034482758841477,519,1732,0.0,0.0082886157109356
